match_year,tournament,matches,avg_total_goals,avg_goal_margin,home_win_rate,away_win_rate,draw_rate,neutral_match_rate,fifa_feature_coverage,external_feature_coverage
1969,Windward Islands Tournament,6,2.5,1.833,0.5,0.333,0.167,0.5,0.0,0.167
1970,African Cup of Nations,16,3.188,1.438,0.563,0.25,0.188,0.688,0.0,0.813
1970,African Cup of Nations qualification,19,2.526,1.474,0.579,0.263,0.158,0.0,0.0,0.947
1970,Asian Games,23,1.957,1.0,0.478,0.304,0.217,0.783,0.0,0.391
1970,British Home Championship,6,1.333,0.667,0.333,0.167,0.5,0.0,0.0,1.0
1970,FIFA World Cup,32,2.969,1.531,0.469,0.375,0.156,0.875,0.0,0.625
1970,Friendly,133,2.85,1.451,0.451,0.286,0.263,0.023,0.0,0.714
1970,Gulf Cup,1,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
1970,Indonesia Tournament,10,3.8,2.2,0.6,0.2,0.2,0.6,0.0,0.4
1970,King's Cup,20,3.2,1.8,0.65,0.2,0.15,0.7,0.0,0.45
1970,Merdeka Tournament,38,3.447,1.658,0.5,0.342,0.158,0.842,0.0,0.342
1970,Muratti Vase,2,3.5,3.5,1.0,0.0,0.0,0.0,0.0,0.0
1970,Nordic Championship,5,2.0,0.8,0.2,0.4,0.4,0.0,0.0,1.0
1970,UEFA Euro qualification,25,2.36,1.4,0.4,0.32,0.28,0.0,0.0,0.68
1970,Vietnam Independence Cup,6,3.167,1.5,0.333,0.5,0.167,0.5,0.0,0.0
1970,Windward Islands Tournament,5,4.2,1.8,0.6,0.2,0.2,0.4,0.0,0.2
1971,AFC Asian Cup qualification,26,2.731,1.5,0.769,0.077,0.154,0.654,0.0,0.962
1971,African Cup of Nations qualification,15,2.2,1.133,0.667,0.067,0.267,0.0,0.0,0.2
1971,British Home Championship,6,1.167,0.833,0.333,0.333,0.333,0.0,0.0,1.0
1971,CONCACAF Championship,15,2.533,1.333,0.267,0.4,0.333,0.667,0.0,0.667
1971,CONCACAF Championship qualification,10,2.6,1.4,0.5,0.3,0.2,0.0,0.0,0.3
1971,Copa Carlos Dittborn,2,2.5,0.5,0.5,0.0,0.5,0.0,0.0,1.0
1971,Copa Chevallier Boutell,2,1.5,0.5,0.5,0.0,0.5,0.0,0.0,1.0
1971,Copa Juan Pinto Durán,2,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0
1971,Copa Roca,2,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1971,Copa del Pacífico,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1971,FIFA World Cup qualification,1,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
1971,Friendly,136,3.154,1.581,0.456,0.331,0.213,0.081,0.0,0.706
1971,Indonesia Tournament,19,3.053,1.789,0.474,0.316,0.211,0.684,0.0,0.316
1971,King's Cup,9,2.444,0.889,0.333,0.333,0.333,0.556,0.0,0.556
1971,Korea Cup,15,3.933,2.467,0.733,0.133,0.133,0.6,0.0,0.4
1971,Merdeka Tournament,25,3.68,2.0,0.56,0.28,0.16,0.88,0.0,0.32
1971,Muratti Vase,2,6.0,6.0,0.5,0.5,0.0,0.0,0.0,0.0
1971,Nordic Championship,6,3.167,1.833,0.333,0.333,0.333,0.0,0.0,1.0
1971,South Pacific Games,8,5.5,3.0,0.375,0.375,0.25,0.625,0.0,0.375
1971,Southeast Asian Peninsular Games,13,3.538,2.154,0.615,0.154,0.231,0.615,0.0,0.154
1971,UEFA Euro qualification,70,2.886,2.114,0.571,0.271,0.157,0.0,0.0,0.8
1971,Vietnam Independence Cup,6,2.167,1.167,0.333,0.333,0.333,0.5,0.0,0.333
1971,Windward Islands Tournament,5,3.8,1.8,0.6,0.0,0.4,0.4,0.0,0.2
1972,AFC Asian Cup,13,2.923,1.385,0.385,0.308,0.308,0.615,0.0,0.769
1972,African Cup of Nations,16,3.313,0.813,0.375,0.125,0.5,0.688,0.0,0.938
1972,Brazil Independence Cup,37,2.973,1.568,0.351,0.432,0.216,0.892,0.0,0.405
1972,British Home Championship,6,1.333,1.333,0.333,0.5,0.167,0.0,0.0,1.0
1972,CONCACAF Championship qualification,14,3.429,1.571,0.5,0.286,0.214,0.0,0.0,1.0
1972,Copa Carlos Dittborn,1,7.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1972,Copa Ramón Castilla,1,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
1972,FIFA World Cup qualification,56,2.821,2.107,0.554,0.214,0.232,0.018,0.0,0.875
1972,Friendly,141,3.0,1.468,0.433,0.277,0.291,0.05,0.0,0.716
1972,Gulf Cup,6,4.333,2.667,0.667,0.167,0.167,0.5,0.0,0.833
1972,Indonesia Tournament,11,3.273,2.0,0.636,0.273,0.091,0.909,0.0,0.364
1972,King's Cup,12,2.25,1.75,0.5,0.333,0.167,0.583,0.0,0.75
1972,Korea Cup,16,2.5,1.75,0.563,0.25,0.188,0.688,0.0,0.5
1972,Merdeka Tournament,25,3.72,2.36,0.64,0.2,0.16,0.8,0.0,0.84
1972,Muratti Vase,2,4.0,4.0,0.5,0.5,0.0,0.0,0.0,0.0
1972,Nordic Championship,4,2.25,1.75,0.5,0.25,0.25,0.0,0.0,1.0
1972,Palestine Cup,14,3.571,1.857,0.643,0.214,0.143,0.643,0.0,0.857
1972,UEFA Euro,4,2.5,1.5,0.5,0.5,0.0,0.5,0.0,0.75
1972,UEFA Euro qualification,10,2.1,0.7,0.3,0.1,0.6,0.2,0.0,0.8
1972,Vietnam Independence Cup,6,2.333,1.333,0.333,0.5,0.167,0.5,0.0,0.167
1972,Windward Islands Tournament,6,1.833,0.833,0.5,0.333,0.167,0.5,0.0,0.167
1973,African Cup of Nations qualification,30,3.3,1.5,0.633,0.1,0.267,0.033,0.0,0.633
1973,All-African Games,16,4.063,1.813,0.938,0.0,0.063,0.688,0.0,0.938
1973,Balkan Cup,1,7.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0
1973,British Home Championship,6,2.167,1.5,0.667,0.333,0.0,0.167,0.0,1.0
1973,CECAFA Cup,8,3.5,2.0,0.625,0.25,0.125,0.5,0.0,0.5
1973,CONCACAF Championship,15,2.867,1.667,0.4,0.267,0.333,0.667,0.0,0.533
1973,Copa Carlos Dittborn,2,6.5,1.5,1.0,0.0,0.0,0.0,0.0,1.0
1973,Copa Lipton,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1973,Copa Newton,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1973,Copa Ramón Castilla,1,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
1973,FIFA World Cup qualification,134,2.567,1.567,0.537,0.187,0.276,0.231,0.0,0.821
1973,Friendly,145,2.903,1.69,0.49,0.303,0.207,0.028,0.0,0.71
1973,Indonesia Tournament,3,2.0,0.667,0.333,0.0,0.667,0.333,0.0,0.333
1973,King's Cup,14,3.143,2.0,0.571,0.357,0.071,0.643,0.0,0.214
1973,Korea Cup,10,3.4,2.0,0.5,0.3,0.2,0.6,0.0,0.5
1973,Merdeka Tournament,27,2.148,1.259,0.444,0.296,0.259,0.741,0.0,0.185
1973,Muratti Vase,2,6.0,4.0,0.5,0.5,0.0,0.0,0.0,0.0
1973,Nordic Championship,4,1.75,0.75,0.25,0.5,0.25,0.0,0.0,1.0
1973,Oceania Nations Cup,12,3.167,1.833,0.5,0.417,0.083,0.583,0.0,0.417
1973,Palestine Cup,22,3.409,2.682,0.409,0.318,0.273,0.864,0.0,0.318
1973,Southeast Asian Peninsular Games,10,3.3,1.9,0.6,0.1,0.3,0.6,0.0,0.4
1973,Vietnam Independence Cup,3,5.0,2.333,0.667,0.333,0.0,0.333,0.0,0.333
1973,Windward Islands Tournament,11,2.727,1.273,0.545,0.182,0.273,0.0,0.0,0.182
1974,African Cup of Nations,17,3.176,1.412,0.471,0.353,0.176,0.706,0.0,0.706
1974,African Cup of Nations qualification,6,1.833,1.833,0.667,0.333,0.0,0.0,0.0,1.0
1974,Asian Games,35,3.829,2.743,0.629,0.257,0.114,0.8,0.0,0.429
1974,Balkan Cup,2,5.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0
1974,British Home Championship,6,1.5,1.5,0.667,0.333,0.0,0.0,0.0,1.0
1974,CECAFA Cup,5,3.0,0.6,0.2,0.4,0.4,0.4,0.0,0.4
1974,Copa Carlos Dittborn,2,2.0,1.0,0.0,0.5,0.5,0.0,0.0,1.0
1974,FIFA World Cup,38,2.553,1.658,0.474,0.263,0.263,0.816,0.0,0.421
1974,FIFA World Cup qualification,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1974,Friendly,156,2.532,1.288,0.436,0.295,0.269,0.026,0.0,0.692
1974,Gulf Cup,10,3.2,2.6,0.5,0.4,0.1,0.6,0.0,0.6
1974,Indonesia Tournament,4,4.0,1.5,0.5,0.25,0.25,0.5,0.0,0.25
1974,King's Cup,15,3.0,1.533,0.4,0.333,0.267,0.6,0.0,0.4
1974,Korea Cup,4,3.25,2.75,0.75,0.25,0.0,0.5,0.0,0.25
1974,Kuneitra Cup,15,4.267,3.2,0.533,0.333,0.133,0.8,0.0,0.467
1974,Merdeka Tournament,10,3.5,1.3,0.5,0.1,0.4,0.8,0.0,0.9
1974,Muratti Vase,2,4.5,3.5,0.5,0.5,0.0,0.0,0.0,0.0
1974,Nordic Championship,4,2.5,1.0,0.25,0.5,0.25,0.0,0.0,1.0
1974,UEFA Euro qualification,28,2.893,1.321,0.429,0.286,0.286,0.0,0.0,0.75
1974,Vietnam Independence Cup,8,2.0,0.5,0.375,0.125,0.5,0.5,0.0,0.125
1974,Windward Islands Tournament,6,2.167,1.167,0.167,0.667,0.167,0.5,0.0,0.167
1975,AFC Asian Cup qualification,30,2.333,1.467,0.733,0.1,0.167,0.567,0.0,0.3
1975,African Cup of Nations qualification,30,3.167,1.9,0.667,0.2,0.133,0.0,0.0,0.933
1975,Balkan Cup,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1975,British Home Championship,6,3.0,1.333,0.5,0.0,0.5,0.0,0.0,1.0
1975,CECAFA Cup,9,3.556,1.333,0.556,0.222,0.222,0.778,0.0,0.778
1975,Copa América,25,3.16,2.28,0.56,0.36,0.08,0.04,0.0,0.92
1975,Copa Artigas,2,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1975,Copa Juan Pinto Durán,2,2.5,1.5,0.5,0.5,0.0,0.0,0.0,1.0
1975,Copa Newton,1,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1975,Friendly,127,3.055,1.669,0.496,0.276,0.228,0.071,0.0,0.693
1975,Indonesia Tournament,8,2.875,1.875,0.625,0.25,0.125,0.5,0.0,0.5
1975,King's Cup,8,2.875,2.125,0.625,0.25,0.125,0.625,0.0,0.625
1975,Korea Cup,3,2.333,1.667,1.0,0.0,0.0,0.333,0.0,0.333
1975,Merdeka Tournament,29,3.655,2.621,0.483,0.483,0.034,0.724,0.0,0.276
1975,Muratti Vase,3,4.333,1.0,0.333,0.333,0.333,0.0,0.0,0.0
1975,Nordic Championship,3,3.333,1.333,0.333,0.333,0.333,0.0,0.0,1.0
1975,Palestine Cup,14,2.571,1.857,0.643,0.214,0.143,0.857,0.0,0.571
1975,South Pacific Games,11,3.818,2.364,0.455,0.455,0.091,1.0,0.0,0.273
1975,Southeast Asian Peninsular Games,6,2.5,0.5,0.333,0.167,0.5,0.5,0.0,0.5
1975,UEFA Euro qualification,67,2.657,1.672,0.537,0.224,0.239,0.0,0.0,0.746
1976,AFC Asian Cup,10,2.5,1.9,0.7,0.2,0.1,0.6,0.0,0.3
1976,African Cup of Nations,18,3.0,0.889,0.444,0.222,0.333,0.833,0.0,0.833
1976,African Cup of Nations qualification,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1976,Atlantic Cup,2,2.5,0.5,0.5,0.0,0.5,0.0,0.0,1.0
1976,Balkan Cup,2,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1976,British Home Championship,6,2.667,2.0,0.833,0.167,0.0,0.0,0.0,1.0
1976,CECAFA Cup,12,2.75,1.25,0.167,0.583,0.25,0.583,0.0,0.167
1976,CONCACAF Championship qualification,34,2.853,1.559,0.5,0.147,0.353,0.118,0.0,0.824
1976,Copa Carlos Dittborn,1,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
1976,Copa Félix Bogado,2,4.5,0.5,0.0,0.5,0.5,0.0,0.0,1.0
1976,Copa Juan Pinto Durán,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1976,Copa Lipton,1,5.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0
1976,Copa Newton,1,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0
1976,Copa Oswaldo Cruz,2,3.0,1.0,0.5,0.0,0.5,0.0,0.0,1.0
1976,Copa Ramón Castilla,2,2.5,1.5,0.5,0.5,0.0,0.0,0.0,1.0
1976,Copa Rio Branco,2,3.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0
1976,Copa Roca,2,2.5,1.5,0.5,0.5,0.0,0.0,0.0,1.0
1976,FIFA World Cup qualification,50,2.76,1.64,0.52,0.26,0.22,0.04,0.0,0.92
1976,Friendly,151,2.543,1.338,0.404,0.325,0.272,0.079,0.0,0.762
1976,Gulf Cup,21,3.81,2.286,0.571,0.238,0.19,0.714,0.0,0.81
1976,Indonesia Tournament,3,3.0,1.0,0.333,0.333,0.333,0.333,0.0,0.333
1976,King's Cup,9,3.111,2.444,0.444,0.222,0.333,0.556,0.0,0.556
1976,Korea Cup,10,4.1,2.7,0.6,0.3,0.1,0.6,0.0,0.6
1976,Merdeka Tournament,22,4.0,2.182,0.364,0.318,0.318,0.682,0.0,0.364
1976,Muratti Vase,2,4.5,3.5,0.5,0.5,0.0,0.0,0.0,0.0
1976,Nordic Championship,5,3.2,2.4,0.6,0.2,0.2,0.0,0.0,1.0
1976,UEFA Euro,4,4.75,1.25,0.25,0.5,0.25,0.5,0.0,0.0
1976,UEFA Euro qualification,9,3.333,2.222,0.556,0.111,0.333,0.0,0.0,0.556
1977,African Cup of Nations qualification,27,3.185,1.556,0.704,0.148,0.148,0.0,0.0,0.852
1977,Balkan Cup,4,2.5,2.0,0.75,0.0,0.25,0.0,0.0,0.75
1977,Beijing International Friendship Tournament,6,3.333,1.0,0.5,0.333,0.167,0.5,0.0,0.333
1977,British Home Championship,6,2.0,1.0,0.167,0.5,0.333,0.0,0.0,1.0
1977,CECAFA Cup,11,2.364,1.273,0.364,0.455,0.182,0.909,0.0,0.273
1977,CONCACAF Championship,15,3.667,1.533,0.667,0.2,0.133,0.667,0.0,0.8
1977,Copa Artigas,2,2.5,0.5,0.5,0.0,0.5,0.0,0.0,1.0
1977,Copa Félix Bogado,2,2.5,1.5,1.0,0.0,0.0,0.0,0.0,1.0
1977,Copa Juan Pinto Durán,1,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0
1977,Copa Paz del Chaco,2,2.5,0.5,0.0,0.5,0.5,0.0,0.0,1.0
1977,FIFA World Cup qualification,150,2.833,1.833,0.533,0.287,0.18,0.113,0.0,0.84
1977,Friendly,175,2.594,1.474,0.463,0.274,0.263,0.006,0.0,0.726
1977,King's Cup,6,3.333,1.333,0.5,0.333,0.167,0.5,0.0,0.833
1977,Korea Cup,6,3.667,2.667,0.5,0.333,0.167,0.5,0.0,0.667
1977,Merdeka Tournament,16,2.625,1.625,0.375,0.188,0.438,0.688,0.0,0.625
1977,Muratti Vase,2,4.5,3.5,0.0,1.0,0.0,0.0,0.0,0.0
1977,Nordic Championship,4,2.25,0.75,0.5,0.25,0.25,0.0,0.0,1.0
1977,Real Madrid 75th Anniversary Cup,1,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1977,Southeast Asian Games,12,4.0,3.333,0.667,0.25,0.083,0.583,0.0,0.333
1978,AFC Asian Cup qualification,5,3.4,2.6,0.6,0.4,0.0,0.6,0.0,0.2
1978,African Cup of Nations,15,2.4,1.333,0.4,0.333,0.267,0.667,0.0,0.667
1978,African Cup of Nations qualification,4,3.25,1.75,0.5,0.5,0.0,0.0,0.0,0.5
1978,All-African Games,16,2.313,1.063,0.688,0.0,0.313,0.688,0.0,0.875
1978,Asian Games,32,2.969,2.031,0.25,0.625,0.125,0.844,0.0,0.281
1978,Balkan Cup,4,2.75,1.25,0.5,0.0,0.5,0.0,0.0,0.75
1978,Beijing International Friendship Tournament,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1978,British Home Championship,6,1.833,0.833,0.333,0.333,0.333,0.0,0.0,1.0
1978,CECAFA Cup,14,3.214,2.214,0.5,0.429,0.071,0.571,0.0,0.643
1978,CFU Caribbean Cup,6,2.833,1.833,0.167,0.667,0.167,0.5,0.0,0.5
1978,CFU Caribbean Cup qualification,14,2.071,1.214,0.357,0.357,0.286,0.143,0.0,0.143
1978,Copa Ramón Castilla,2,3.5,1.5,0.5,0.5,0.0,0.0,0.0,1.0
1978,FIFA World Cup,38,2.684,1.474,0.421,0.342,0.237,0.816,0.0,0.579
1978,Friendly,147,2.714,1.694,0.531,0.293,0.177,0.014,0.0,0.667
1978,Indonesia Tournament,8,3.25,1.0,0.25,0.25,0.5,0.5,0.0,0.875
1978,King's Cup,2,2.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0
1978,Kirin Cup,1,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0
1978,Korea Cup,5,4.2,2.2,0.2,0.6,0.2,0.6,0.0,0.4
1978,Merdeka Tournament,29,3.0,2.103,0.552,0.379,0.069,0.759,0.0,0.621
1978,Muratti Vase,2,7.0,7.0,0.5,0.5,0.0,0.0,0.0,0.0
1978,Nordic Championship,4,2.75,0.75,0.5,0.25,0.25,0.0,0.0,1.0
1978,UEFA Euro qualification,35,3.429,1.771,0.543,0.257,0.2,0.0,0.0,0.743
1979,AFC Asian Cup qualification,8,2.5,1.25,0.5,0.25,0.25,0.625,0.0,0.625
1979,African Cup of Nations qualification,28,3.321,2.036,0.857,0.036,0.107,0.0,0.0,0.786
1979,Amílcar Cabral Cup,11,2.909,1.273,0.273,0.455,0.273,0.727,0.0,0.364
1979,British Home Championship,6,2.0,1.333,0.5,0.167,0.333,0.0,0.0,0.833
1979,CECAFA Cup,14,3.5,1.643,0.571,0.143,0.286,0.643,0.0,0.643
1979,CFU Caribbean Cup,5,2.8,1.6,0.6,0.4,0.0,0.4,0.0,0.6
1979,CFU Caribbean Cup qualification,10,2.4,1.4,0.3,0.5,0.2,0.0,0.0,0.5
1979,Copa América,25,2.52,1.32,0.6,0.08,0.32,0.04,0.0,1.0
1979,Copa Juan Pinto Durán,2,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1979,Copa Paz del Chaco,2,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
1979,FIFA 75th Anniversary Cup,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1979,Friendly,148,2.757,1.568,0.486,0.324,0.189,0.095,0.0,0.716
1979,Gulf Cup,21,3.333,2.762,0.714,0.143,0.143,0.714,0.0,0.19
1979,Indian Ocean Island Games,3,2.667,1.333,0.667,0.0,0.333,0.333,0.0,0.0
1979,King's Cup,3,3.0,2.333,0.667,0.0,0.333,0.333,0.0,0.333
1979,Kirin Cup,1,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0
1979,Korea Cup,7,5.286,4.714,0.571,0.429,0.0,0.429,0.0,0.429
1979,Merdeka Tournament,15,2.733,1.533,0.6,0.067,0.333,0.667,0.0,0.533
1979,Muratti Vase,2,6.5,6.5,1.0,0.0,0.0,0.0,0.0,0.0
1979,Nordic Championship,4,1.25,1.25,0.75,0.0,0.25,0.0,0.0,1.0
1979,South Pacific Games,9,2.778,1.667,0.444,0.444,0.111,0.667,0.0,0.333
1979,Southeast Asian Games,12,1.833,1.0,0.333,0.333,0.333,0.5,0.0,0.583
1979,UEFA Euro qualification,70,2.743,1.8,0.5,0.3,0.2,0.0,0.0,0.729
1980,AFC Asian Cup,24,3.167,1.833,0.542,0.25,0.208,0.75,0.0,0.583
1980,African Cup of Nations,16,2.063,0.938,0.563,0.125,0.313,0.688,0.0,0.875
1980,African Cup of Nations qualification,14,2.071,0.929,0.357,0.143,0.5,0.0,0.0,0.857
1980,Amílcar Cabral Cup,10,2.4,1.0,0.2,0.6,0.2,0.6,0.0,0.4
1980,Balkan Cup,2,3.5,2.5,1.0,0.0,0.0,0.0,0.0,0.0
1980,British Home Championship,6,2.0,1.333,0.5,0.333,0.167,0.0,0.0,1.0
1980,CECAFA Cup,8,1.5,1.0,0.375,0.5,0.125,0.625,0.0,0.5
1980,CONCACAF Championship qualification,39,2.308,1.436,0.436,0.231,0.333,0.0,0.0,0.897
1980,Copa Paz del Chaco,2,2.5,0.5,0.5,0.0,0.5,0.0,0.0,1.0
1980,FIFA World Cup qualification,89,2.438,1.652,0.483,0.281,0.236,0.09,0.0,0.775
1980,Friendly,211,2.711,1.469,0.45,0.265,0.284,0.043,0.0,0.791
1980,Guangzhou International Friendship Tournament,4,3.5,3.0,0.5,0.5,0.0,0.5,0.0,0.0
1980,King's Cup,3,2.333,1.667,0.0,0.667,0.333,1.0,0.0,0.0
1980,Korea Cup,11,3.091,2.0,0.545,0.273,0.182,0.545,0.0,0.727
1980,Merdeka Tournament,28,2.536,1.036,0.321,0.286,0.393,0.75,0.0,0.321
1980,Mundialito,1,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
1980,Muratti Vase,2,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
1980,Nordic Championship,4,3.5,2.5,0.5,0.5,0.0,0.0,0.0,1.0
1980,Oceania Nations Cup,14,6.714,4.143,0.643,0.357,0.0,0.714,0.0,0.5
1980,UEFA Euro,14,1.929,0.643,0.286,0.286,0.429,0.714,0.0,0.571
1980,UEFA Euro qualification,3,5.0,4.333,1.0,0.0,0.0,0.0,0.0,0.667
1981,African Cup of Nations qualification,26,3.385,1.692,0.5,0.192,0.308,0.0,0.0,1.0
1981,Amílcar Cabral Cup,11,2.818,1.364,0.545,0.182,0.273,0.545,0.0,0.636
1981,British Home Championship,4,1.25,1.25,0.5,0.25,0.25,0.0,0.0,1.0
1981,CECAFA Cup,15,2.6,1.133,0.533,0.2,0.267,0.667,0.0,0.667
1981,CFU Caribbean Cup,5,2.4,1.6,0.0,0.8,0.2,0.6,0.0,0.0
1981,CFU Caribbean Cup qualification,15,3.467,1.333,0.6,0.133,0.267,0.0,0.0,0.133
1981,CONCACAF Championship,15,1.867,1.067,0.4,0.133,0.467,0.667,0.0,0.733
1981,Copa Juan Pinto Durán,2,1.5,0.5,0.0,0.5,0.5,0.0,0.0,1.0
1981,FIFA World Cup qualification,159,2.874,1.855,0.585,0.233,0.182,0.094,0.0,0.786
1981,Friendly,157,2.662,1.452,0.433,0.35,0.217,0.083,0.0,0.777
1981,Indonesia Tournament,2,2.0,2.0,0.5,0.5,0.0,0.0,0.0,1.0
1981,King's Cup,6,2.167,1.167,0.667,0.333,0.0,0.5,0.0,0.667
1981,Kirin Cup,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1981,Korea Cup,6,2.167,1.833,0.667,0.333,0.0,0.667,0.0,0.667
1981,Merdeka Tournament,22,2.636,1.545,0.409,0.364,0.227,0.773,0.0,0.773
1981,Mundialito,6,2.833,1.167,0.667,0.0,0.333,0.667,0.0,0.833
1981,Muratti Vase,2,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
1981,Nordic Championship,5,2.8,1.2,0.6,0.4,0.0,0.0,0.0,1.0
1981,South Pacific Mini Games,21,3.762,2.333,0.619,0.19,0.19,0.714,0.0,0.19
1981,Southeast Asian Games,10,2.8,1.2,0.5,0.2,0.3,0.8,0.0,0.7
1982,African Cup of Nations,16,2.0,1.0,0.313,0.313,0.375,0.688,0.0,0.688
1982,African Cup of Nations qualification,13,2.308,1.385,0.538,0.231,0.231,0.0,0.0,0.846
1982,Amílcar Cabral Cup,16,2.063,1.313,0.438,0.375,0.188,0.688,0.0,0.438
1982,Asian Games,29,2.31,1.414,0.517,0.345,0.138,0.862,0.0,0.414
1982,Beijing International Friendship Tournament,3,2.667,0.667,0.333,0.0,0.667,0.333,0.0,0.333
1982,British Home Championship,6,2.0,1.667,0.5,0.333,0.167,0.0,0.0,1.0
1982,CECAFA Cup,13,2.385,1.308,0.462,0.231,0.308,0.615,0.0,0.615
1982,Copa del Pacífico,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1982,FIFA World Cup,52,2.808,1.385,0.462,0.212,0.327,0.904,0.0,0.615
1982,FIFA World Cup qualification,1,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1982,Friendly,145,2.634,1.228,0.455,0.262,0.283,0.048,0.0,0.766
1982,Gulf Cup,15,2.533,1.6,0.533,0.4,0.067,0.667,0.0,0.733
1982,King's Cup,8,2.25,1.5,0.25,0.375,0.375,0.375,0.0,0.625
1982,Kirin Cup,1,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
1982,Korea Cup,4,1.5,1.0,0.5,0.0,0.5,0.5,0.0,1.0
1982,Merdeka Tournament,17,2.765,1.588,0.471,0.353,0.176,0.765,0.0,0.765
1982,Merlion Cup,6,3.167,3.167,0.5,0.333,0.167,0.667,0.0,0.667
1982,Muratti Vase,2,4.5,2.5,1.0,0.0,0.0,0.0,0.0,0.0
1982,Nehru Cup,7,2.571,0.571,0.0,0.286,0.714,0.571,0.0,0.429
1982,Nordic Championship,5,2.6,0.6,0.6,0.0,0.4,0.0,0.0,1.0
1982,UEFA Euro qualification,37,3.081,1.676,0.541,0.216,0.243,0.054,0.0,0.73
1982,West African Cup,13,3.308,0.846,0.308,0.231,0.462,0.769,0.0,0.846
1983,African Cup of Nations qualification,34,2.324,1.735,0.706,0.118,0.176,0.0,0.0,0.941
1983,Amílcar Cabral Cup,13,2.692,1.308,0.308,0.462,0.231,0.692,0.0,0.308
1983,British Home Championship,7,1.429,1.143,0.429,0.286,0.286,0.0,0.0,1.0
1983,CECAFA Cup,20,2.1,1.0,0.4,0.4,0.2,0.7,0.0,0.5
1983,CFU Caribbean Cup,6,1.833,1.167,0.333,0.5,0.167,0.5,0.0,0.0
1983,CFU Caribbean Cup qualification,13,3.077,1.846,0.385,0.308,0.308,0.0,0.0,0.385
1983,Copa América,24,2.292,1.042,0.375,0.167,0.458,0.0,0.0,1.0
1983,Copa Artigas,2,1.5,1.5,0.5,0.0,0.5,0.0,0.0,1.0
1983,Copa Félix Bogado,2,0.5,0.5,0.5,0.0,0.5,0.0,0.0,1.0
1983,Copa del Pacífico,2,1.5,1.5,0.5,0.5,0.0,0.0,0.0,1.0
1983,Friendly,192,2.417,1.292,0.396,0.276,0.328,0.063,0.0,0.714
1983,Great Wall Cup,2,2.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5
1983,Kirin Cup,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1983,Korea Cup,10,2.3,1.7,0.5,0.3,0.2,0.6,0.0,0.7
1983,Merdeka Tournament,4,3.0,2.5,1.0,0.0,0.0,0.5,0.0,0.5
1983,Merlion Cup,4,3.5,2.0,0.5,0.5,0.0,0.25,0.0,0.0
1983,Muratti Vase,2,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
1983,Nordic Championship,1,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0
1983,South Pacific Games,15,4.467,2.867,0.6,0.333,0.067,0.867,0.0,0.067
1983,Southeast Asian Games,13,3.0,1.923,0.615,0.154,0.231,0.692,0.0,0.308
